,job_title,company_name,region,applicant_count,employment_salary_type_level,company_size_industry,date_queried,date_posted,description
106,Data Scientist,Dice,"New York, NY",3 applicants,Full-time · Entry level,"1,001-5,000 employees · Internet",2021-10-13 21:12,1 week ago,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Venusgeo, is seeking the following. Apply via Dice today! Title Data Scientist NYC, NY -Remote -Full time Job Job Description Leads and contributes to data analysis and modeling projects from projectsample design, business review meetings with internal and external clients deriving requirementsdeliverables, reception and processing of data, performing analyses and modeling to final reportspresentations, communication of results and implementation support. Demonstrates to internal and external stakeholders how analytics can be implemented to maximize business benefits. Provides technical support, which includes strategic consulting, needs assessments, project scoping and the preparationpresentation of analytical proposals. Utilizes advanced statistical techniques to create high-performing predictive models using R or Python, and creative analyses to address business objectives and client needs. Tests new statistical analysis methods, software and data sources for continual improvement of quantitative solutions. Proactively and effectively communicates in various verbal and written formats with internal stakeholders on product design, data specification, model implementations, with partners on collaboration ideas and specifics, with clients and account teams on projecttest results, opportunities, questions. Resolves problems and removes obstacles to timely and high-quality project completion. Create project milestone plans to ensure projects are completed on time and within budget. Provides high quality ongoing customer support answering questions, resolving problems and building solutions. Validate ongoing data science projects, including coding scripts and summary results for data manipulationcleaning and modeling. Challenge existing method adopted in the project with alternatives. Provide feedback to improve the deliverables. Teach and explain basic data science concepts and tools to general internal audience. Follows industry trends in insurance and related dataanalytics processes and businesses. Functions as the analytics expert in meetings with other internal areas and external vendors. Actively participates in proof of concept tests of new data, software and technologies. Shares knowledge within Analytics group. Assures compliance with regulatory and privacy requirements during design and implementation of modeling and analysis projects. Travels to events and vendor meetings as needed (10) Required qualifications Masterrsquos degree with concentration in a quantitative discipline such as statistics, computer science, mathematics, economics, quantitative psychology, or operations research and 3 years of relevant industry experience OR Ph.D. with concentration in similar fields, OR AssociateshipFellowship in one of the Actuarial Societies and 5 years of relevant industry experience Strong verbal and written communications skills, listening and teamwork skills, and effective presentation skills. This is absolutely essential since you will have a lot of exposure to different internal groups (data, IT, actuarial, medical, underwriting, Legal, Agency, government relations, etc.) as well as third-party data partners. Substantial programming experience with almost all of the following SAS (STAT, macros, EM), R, H2O, Python, SPARK, SQL, other Hadoop. Exposure to GitHub. Strong expertise in statistical modeling techniques such as linear regression, logistic regression, survival analysis, GLM, tree models (Random Forests and GBM), cluster analysis, principal components, feature creation, and validation. Strong expertise in regularization techniques (Ridge, Lasso, elastic nets), variable selection techniques, feature creation (transformation, binning, high level categorical reduction, etc.) and validation (hold-outs, CV, bootstrap). Experience with data visualization (e.g. R Shiny, Spotfire, Tableau) Proficiency in creating effective and visually appealing PowerPoint presentations. Person should have NLP experience. Additional qualifications that I can remember Demonstrated proof of successful model research, development, implementation (bonus if available amount of benefit from models candidate worked on) Strong ML background Solid statistics foundation Good communication skills and collaborative"
107,Sr. Data Scientist,EVERSANA,New York City Metropolitan Area,13 applicants,Full-time · Mid-Senior level,"1,001-5,000 employees · Pharmaceuticals",2021-10-13 21:12,8 hours ago,"Role: Sr. Data ScientistDuration: PermanentOnly US Citizen and GC Holder ESSENTIAL DUTIES AND RESPONSIBILITIES:Our employees are tasked with delivering excellent business results through the efforts of their teams.These results are achieved by:· Develop and apply data mining and machine learning techniques and models to extract analyticinsights from healthcare and non-healthcare data sets· Responsible for review, generation, and delivery of analytic products in support of project work, RFPresponses and other business needs· Support and supervise the development of visualizations and presentations for client deliverables· Develop software solutions and applications using Python, and/or R· Interface with EVERSANA analysts, data scientists and program managers and with EVERSANA customers· Respond to additional ad-hoc analysis requests· All other duties as assigned Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions of this position. MINIMUM KNOWLEDGE, SKILLS AND ABILITIES:The requirements listed below are representative of the experience, education, knowledge, skill and/or abilities required. · Education - BS/MS/PhD degree in Engineering, Computer Science, Mathematics, Bioinformatics, Physics· Minimum 5+ years' experience · Practical knowledge of statistics, statistical inference, and machine learning algorithms (deep learning, LSTM, SVM, CNN, GAN, and reinforcement learning)· Works independently and is a self-starter· MS PowerPoint presentation development skills· Client interface and presentation skills· Proficiency in the following programming and analysis tools:o R/Python (pandas, scikit-learn, Numpy, Scipy, and database access packages)o SQL / (MySQL) o AWS (Redshift)o Microsoft Excelo R programming languageo Visualization toolso Linux (Red Hat, CentOS); Python and software development in a Linux environment· Significant consideration will be given to prior publications, independent software projects completed, and non-proprietary code authored by the candidate"
108,Data Scientist,Yotta,New York City Metropolitan Area,123 applicants,Full-time,11-50 employees,2021-10-13 21:12,3 weeks ago,"Who we areYotta helps Americans make better financial decisions by using behavioral psychology and gamification to make it fun and easy to make good decisions. We have grown from $0 to hundreds of millions in dollars deposited through word of mouth and referrals. Yotta is backed by world-class investors like Base10, Core Innovation Capital, YCombinator, Slow Ventures, Ken Moelis, and Cliff Asness. Yotta was recently featured in Bloomberg. 40% of Americans are unable to come up with $400 in an emergency, yet the average household spends $640/year on the lottery, despite the lottery being the worst economic value proposition there is. Why does this dichotomy exist? Because playing the lottery is instantly gratifying and saving isn't. We are making saving money instantly gratifying so that people can get the long term benefit. Our first product is Yotta Savings, a savings account that gives savers the chance to win exciting prizes on a weekly basis through a gamified sweepstakes. We were inspired by Premium Bonds, a program in the UK that works the exact same way and has over $100 billion in deposits from over 1/3 of the British population. This concept has been hugely successful in every country it's been tried in, but it was illegal in the U.S until 2015. We believe that in the next 10 years, Americans will save hundreds of billions of dollars in prize-linked savings accounts. What we're looking forWe are looking for a world-class data scientist to help us drive data-driven product and growth insights that can take Yotta to new heights. We are extremely data-driven in our decision making as a company and are constantly running experiments to try to optimize every part of the app and the funnel. Given the gamification aspect of Yotta, there is a LOT of fun stuff to experiment with. We need someone to help run, analyze, and come up with experiments and dig into data to derive insights that will drive key strategic decisions for the company from both a product and growth perspective. As an early employee you would have the opportunity to shape key decisions for the bank of the future. Banking is one of the last industries to be disrupted by technology so there will be no shortage of hard problems to solve as we grow. Why work at YottaYou can help millions of Americans build up their emergency savingsYou will be one of the early hires of a venture funded startup that has grown exponentially in the last few months without any advertisingOpportunity to drive the vision for the future of banking and gamification of personal financeYou will be in at the ground floor and be a true owner in the company, with meaningful equity and financial upsideSignificant autonomy and ability to contribute to the success of the companyOpportunity to work cross-functionally at the intersection of product and growth and empowering the entire org through data. Who you'll be working withAdam MoelisBen DoyleAndy Bando-HessIsaac GluckJohn Snyder Qualifications3+ years experience in a data analyst / data engineering / data science roleYou love rapidly running and analyzing experimentsA SQL expertBig plus if you know JavascriptExcited about consumer financeOrganized and self-sufficient"
109,Data Scientist,Discovery Inc,"New York, NY",20 applicants,Full-time,"10,001+ employees · Entertainment",2021-10-13 21:12,2 weeks ago,"Overview As Discovery's portfolio continues to grow - around the world and across platforms - the Global Technology & Operations team is building media technology and IT systems that meet the world class standard for which Discovery is known. GT&O builds, implements and maintains the business systems and technology that are critical for delivering Discovery’s products, while articulating the long-term technology strategy that will enable Discovery’s growing pay-TV, digital terrestrial, free-to-air and online services to reach more audiences on more platforms. From Amsterdam to Singapore and from satellite and broadcast operations to SAP, we are driving Discovery forward on the leading edge of technology. In Solutions Delivery, we provide software design and development services to business units around the globe. We provide quality assurance testing services, both manual and automated, for all in-house developed and third party applications supporting our internal customers. In addition, we provide tier two application production support services to over one hundred different applications globally. Our focus is enterprise application development using state of the art front end development tools and database technology. We follow an agile software development lifecycle methodology for all new development projects and a hybrid waterfall/agile methodology for legacy application modifications. We are currently in the process of migrating many of our applications to Amazon Web Services and transitioning to a continuous integration model. We support all major revenue generating areas within Discovery including US Ad Sales, International Ad Sales, US Affiliate Sales, and International Affiliate Sales. We also support Discovery’s global content supply chain - from idea submission through production through scheduling and airing across the globe. We are looking for a Data Scientist to play a key role in modeling, software innovation, and automation in a data-driven IT team focused on developing next-generation forecasting and optimization applications. This individual would use applied math (forecasting, machine learning, algorithms, statistical analysis), and cloud/big data skills to advance the development and enhancement of Discovery’s operational technologies. Responsibilities This is a great opportunity for a highly motivated individual who enjoys not only solving pre-defined problems, but is also comfortable handling unstructured/semi-structured problems. This person will be expected to communicate across multiple functional areas, and must therefore be adept at articulating complex ideas at varying levels appropriate to the audience. The ideal candidate routinely keeps up-to-date with the latest advancements in tech and data science, and is able to apply their findings to building better innovations within their role. This position will be responsible for supporting linear television and digital forecasting needs, and working with software developers, product managers, and other stakeholders to develop algorithmic solutions. Qualifications Master’s in a STEM field (e.g. data science, machine learning, computer science, statistics, applied math, operations research, analytics) or equivalent experience/training3-6 years work experience in a quantitative business roleExperience with statistical and machine learning algorithms and their deploymentUnderstanding of forecasting methods and time series analysisKnowledge of optimization techniques Strong presentation and communication skills; ability to interface with other groups within the organizationMedia experience is a plus (emphasis on the Ad Sales domain)Legal right to work in the United States“Intrapreneurial” mindsetDetail obsession Mathematics Statistics: linear/logistic regression, regression analysis, chi square tests, model comparisonMachine learning: linear models, tree-based models, neural nets, clustering methods, dimensionality reduction Optimization: linear/(mixed) integer programming, dynamic programming, metaheuristicsTime series forecasting: nonlinear regression, decomposable models, ARIMAModel performance evaluation Technology Advanced knowledge of SQL, Python for data manipulation, analysis, etc.Hands-on experience with Spark, PysparkModeling libraries (Spark ML, scikit learn, sklearn, PuLP, etc.)Statistical computing (R, etc.)Business intelligence / data viz tools (Tableau preferred)Cloud platform experience (AWS: S3, EMR, EC2, Athena, etc.)SQL databases (Oracle, Snowflake, Redshift)"
110,LABOR RIGHTS RESEARCHER,China Labor Watch,New York City Metropolitan Area,3 applicants,Full-time,11-50 employees,2021-10-13 21:12,6 days ago,"Founded in 2000, China Labor Watch is an independent not-for-profit 501(c)(3) organization. Over the past 20 years, CLW has collaborated with unions, labor organizations, and the media to conduct in-depth assessments of factories in China that produce toys, bikes, shoes, furniture, clothing, and electronics for some of the largest multinational brand companies. CLW’s New York office creates reports from these investigations, educates the international community on supply chain labor issues, and pressures corporations to improve conditions for workers.We work towards increasing the transparency of supply chains and factory labor conditions in China, advocate for workers’ rights, and support the Chinese labor movement.CLW is seeking applicants for a Researcher who will be responsible for researching and monitoring workers’ conditions in China, and documenting labor violations through online research and analysis. The Researcher will prepare special reports on the situation of China’s workers and on selected workers’ issues. The successful candidate should also expect to engage in some translation tasks as assigned.Flexible work arrangements are negotiable. Remote work from home allowed during Covid-19. This is a full-time position. The ideal candidate will possess the following qualifications, but we encourage anyone who believes they would be a good fit for this position to apply.Native-level fluency in Chinese and English.Ability to identify, research, analyze, and effectively communicate important labor rights developments in China.Strong expertise in labor rights, economic justice or human rights.Knowledge of and experience working in international human rights organizations.Commitment to China Labor Watch’s mission and goals.An advanced degree in law, human rights, political science, sociology, or a related field is preferred.Experience with conducting interviews with workersAbility to travel internationallyApplicants must be legally authorized to work in the U.S.Please submit a resume and cover letter in both Chinese and English. We will follow-up with applicants. Please no phone calls. We are accepting applications until the position is filled. Email Address: luna@chinalaborwatch.org (Luna Lee)Job Type: Full-time"
111,Data Scientist,GroupM,"New York, NY",69 applicants,Full-time · Entry level,"10,001+ employees · Marketing & Advertising",2021-10-13 21:12,2 weeks ago,"Work Location: A Hybrid Work Experience  Check Out This Updated List Of Where We Can Hire At GroupM, we believe that work is a part of life, not the other way around. To support that belief, we have recently adopted a “collaboration-led” hybrid approach to work in order to provide employees with the flexibility to do the best work of their lives no matter where they are working. This means that for roles where it makes sense, you'll spend some of your time in our incredible workspaces (when it's safe to do so) and some of your time remote. California – LA or SF Colorado – Denver Florida – Miami/Fort Lauderdale Georgia – Atlanta Illinois – Chicago Massachusetts – Boston Michigan – Detroit New York – New York City tri-state area (NY, NJ, CT) North Carolina – Raleigh/Durham Texas – Austin or Dallas/Fort Worth Utah – Salt Lake City Position Overview The Data Scientist on the performance analytics team will focus on building and automating campaign insights and data-driven optimizations for programmatic media campaigns. The Data Scientist will create custom algorithms and data insights/visualization that will support internal and external teams to drive performance. This role requires excellent technical skills and experience in data matching, analytical and machine learning applications, data mining, reporting, and dashboarding. Through the insights created the individual will contribute significantly to the strategy across various aspects of campaign planning, set-up, optimization, and insights. Goal: Drive programmatic performance, surface key learnings/insights to ensure the success of the campaigns, and that we meet client business objectives. Key Responsibilities Log-Level Data Management, Analysis, and Reporting Gather, store, and maintain log-level data for all digital channels. Data sources include Ad Server, DSP, DMP, Ad VerificationStitch together DSP, DMP, Ad Server and Ad Verification log-level data together using appropriate methodsPerform Reach, Frequency and Overlap Analysis and Insight generationPath-To-Conversion Analysis and Insight generationAudience Profiling, Analysis, and Insight generationMaster the deployment of pre-built machine learning algorithms to support programmatic optimizationsSupport the development of custom machine learning modelsProcess Automation Aggregated Data Analytics & Actionable Insights Identify and articulate what works/doesn’t explain why and offer recommendationsCampaign-level performance diagnosticsDomain-level performance diagnosticsBudget pacing analysisAudience-level profiling and performance diagnosticsProcess Automation Measurement, Reporting & Dashboards Using Aggregated Data Identify measurement and reporting needs and implement across all channels (programmatic and non-programmatic)Identify KPIs and benchmarks related to campaign success and goalsVisualize key trends and relationships and articulate actionable insightsDesign, develop and distribute reports and dashboards and automate the processProcess automation Test & Learn Develop and execute campaign test & learn plansArticulate and report on results Desirable Experience 3+ years’ hands-on, proven experience in an analytics or data science roleUndergraduate degree in any science involving math and analytics (e.g. business, statistics, engineering, physics, etc.). Graduate degree preferred but not required. Technical Skills Cloud Computing environments – Proven ExperienceConceptual understanding of cloud computing environments and toolsetsGCP preferredAWS and Azure also relevantStatistical Tools and Methods– Proven ExperienceRStudio, Minitab, SAS, ExcelDescriptive, Prescriptive, Predictive Statistical MethodsExperimental design, A/B testing setup, execution and measurement, results reportingProgramming Languages - Proven ExperiencePython (pandas, SciPy, scikit-learn, stats models)Spark-ScalaRSQLMachine Learning Applications – Working KnowledgeSupervised ML (e.g. Classification - Decision Trees, k-means - SVM, Naïve Bayes)Unsupervised ML (e.g. Clustering, PCA, etc.)Dashboards and Visualization - Proven ExperienceExcel, Tableau, Power BIPython matplotlib, MATLABAdTech Platform Experience - a plus but not required: Ad Servers, DSP, DMP, Verification providersSpark-Scala About GroupM At the heart of the world’s leading media agency network is a future-facing product company, building the tools to make media work for everyone. In partnership with the globe’s leading clients, agency teams, media companies and technology platforms, we’re using our privileged position to help our customers ascend to vantage points unique in our industry.  Our teams bring together agile product management, cutting edge data science and enterprise scale engineering to build products that will shape the next decade of data driven marketing. We believe consumer privacy, client confidentiality, brand growth and user experience are essential to performance and the sustainability of the advertising ecosystem and have assembled a global team with diverse skills and experience to help shape that future.  GroupM and all its affiliates embrace and celebrate diversity, inclusivity, and equal opportunity. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. We are a worldwide media agency network that represents global clients. The more inclusive we are, the more great work we can create together. Reference ID: 2360"
112,Sr Data Scientist.,Johnson & Johnson,"Titusville, NJ","Titusville, NJ",Full-time,"10,001+ employees · Hospital & Health Care",2021-10-13 21:12,7 hours ago,"Johnson & Johnson Supply Chain Digital & Analytics group is recruiting for a Sr. Data Scientist who will play a key role in our transformation journey of applying innovative analytics to drive business improvement and competitive advantage. This position has the option to sit in any J&J worldwide offices, but preferred locations are US or Europe. At the core of our business is the value of reliable, real-time data - “the great equalizer” - and insights that come out strategy of the data using Machine Learning and AI. Our ability to use cognitive, diagnostic, predictive and prescriptive analytics to drive speed and agility in our supply chain will give us competitive edge. Accelerated adoption of pioneering Machine Learning analytics embedded in the operational workflow is required to achieve our goals. The Sr. Data Scientist will be one of the main contributors to the modeling & analytics strategy. Will also drive high-impact and innovative solutions that support different teams cross JJSC. Major Responsibilities Include Research, design, implement, evaluate, and optimize novel algorithms/models in Deep Learning, NLP, Computer Vision space. Drive the development of the NLP and Smart Imaging platform.Partner with product management, business leaders and partners in various functional groups to identify, guide, and advise on AI based application opportunities.Keep in tune with industry trends, techniques, tools and use cases to steer internal improvement and innovation of Machine Learning and Data science.Provide technical and team leadership to team members. Ensure they are growing their capabilities and achieving their career goals Qualifications Qualifications: Masters or PhD is required in engineering or quantitative fields such as Computer Science, Data Science, statistics, applied mathematics, or any other related quantitative fields from an accredited college or university4+ years of experiences in solving business problems with AI/Machine Learning/Deep Learning and creating production level ML applications.3+ years of experience in NLP/Computer Vision. Proficiency with Python, PyTorch, TensorFlow, Keras, etc.Experience in leading data science projects or development teams. Experience with agile development and driving the full SDLC process is preferred.Proficiency with programming in Python, and good knowledge of R, C#/C++, Java, JavaScript, etc.Ability to think out of box. Good understanding of innovative research in NLP/Computer Vision space.Experience with Docker, Kubernetes, Databricks is preferredExperience with knowledge graph and graph database is preferredExperience with big data architecture and pipeline, Hadoop, Hive, Spark, Kafka, etc., is preferred. Primary Location United States-New Jersey-Bridgewater-430 Route 22 Other Locations North America-United States-California-Redwood City, United States-New Jersey-Raritan, United States-Florida-Tampa, United States-New Jersey-New Brunswick, United States-New Jersey-Titusville, United States-Pennsylvania-Spring House, United States-California-Santa Clara, United States-Washington-Seattle, United States-Washington-Seattle, United States-Washington-Seattle Organization Johnson & Johnson Services Inc. (6090) Job Function R&D Requisition ID 2105974950W"
113,Data Scientist,The Adecco Group,"New York, NY",32 applicants,Full-time · Entry level,"10,001+ employees · Human Resources",2021-10-13 21:12,1 day ago,"The Adecco Group is the world's leading HR solutions partner. We provide more than 700,000 people with permanent and flexible employment every day. With more than 34,000 employees in 60 countries, we transform the world of work one job at a time. Our colleagues serve more than 100,000 organisations with the talent, HR services and cutting-edge technology they need to succeed in an ever-changing global economy. As a Fortune Global 500 company, we lead by example, creating shared value that meets social needs while driving business innovation. Our culture of inclusivity, fairness and teamwork empowers individuals and organisations, fuels economies, and builds better societies. These values resonate with our employees, who voted us number 7 on the Great Place to Work® - World's Best Workplaces 2020 list. We make the future work for everyone.  The Adecco Group is based in Zurich, Switzerland. Adecco Group AG is registered in Switzerland (ISIN: CH0012138605) and listed on the SIX Swiss Exchange (ADEN). The group is powered by eight lead brands: Adecco, Modis, Badenoch + Clark, Spring Professional, Lee Hecht Harrison, Pontoon, Adia and General Assembly. Location New York, United States  Mission As a Machine Learning Engineer / MLOps Engineer, you will be part of a cross-functional development team developing backend services that leverage AI/ML to perform their tasks. You will be closely working with Data Scientists from the Data & AI team, and with data engineers, developing highly performant services that contain machine learning models. These services will be used by various digital products across the Adecco Group.  You will be working with a highly motivated international team in an open-minded environment, using modern Software Development principles and a state-of-the-art tech stack.  Responsibilities Create, develop and enable data & AI opportunities with the digital organization and business lines across products and solutionsValidate requirements, execute projects and ensure the adoption of best practicesDesign, build, test, evaluate and improve machine learning models and AI systemsCreate and develop algorithms for data & AI initiatives while consulting with a broad and diverse set of stakeholdersEnsure useful, high-quality and efficient execution in machine learningBring capabilities to sustainable lifeInnovate and create with cross-functional teams to drive data & AI vision and broad adoptionRemain accountable for quality, development, integration, impact and benefit realization of AI-driven solutions  Experience Experience deploying and operating AI/ML-driven applications in a cloud environmentFamiliarity with AI Solution Architecture principlesGood understanding of KubernetesFamiliarity with basic principles of CI/CD and solid experience applying them in productionIdeally, experience optimizing Machine Learning models for inference performanceExperience supporting the MLOPS lifecycle from the CI/CD, software development, and data engineering perspective"
114,"Global Talent Selection Researcher, People Analytics (Recruiting)",Facebook,United States,8 applicants,Full-time,"10,001+ employees · Internet",2021-10-13 21:12,18 hours ago,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started. Our team aims to ensure that Facebook is finding and hiring the world's best talent. In this role, you will drive technical research analyses aimed at designing and implementing, selection and assessment solutions that are structured, scalable, candidate centric and bias-mitigating. This role will plan and execute research that will drive the decisions and implementation of highly-effective selection processes using technology-enabled solutions. This role will be responsible for ensuring our assessment processes drive Facebook’s Diversity and Inclusion efforts. The desired candidate will have strong skills relating to research design and statistics, and programming to analyze data (R, Python or equivalent). Responsibilities Apply your expertise in research, quantitative analysis, and data visualization to help Facebook design and evaluate highly effective selection programsDemonstrate exceptional judgment and discretion when dealing with highly sensitive people data and issuesConduct reproducible analyses and contribute to documentation and knowledge sharingDesign and conduct quantitative research studies focused on recruitment and personnel selection practices within the context of large scale multi-functional project teamsProvide data-driven thought leadership to influence decisions and shape long-term strategy related to complex selection and assessment topicsCreate compelling narratives with data (e.g., data visualizations, slide decks)Present statistical analyses and results, along with implications and clear recommendations for action, to leadership and cross-functional partners with varying levels of technical knowledge Minimum Qualification PhD, ABD or MS in Industrial/Organizational psychology1+ years experience for PhD, and 3+ years experience for MS/ABD with quantitative research in one or more of the following areas: selection & assessment, people development or program evaluationExperience applying statistical methods such as linear and logistic regression, quasi-experimental research/causal inference techniques (e.g., propensity score matching, regression discontinuity), longitudinal analysis, or multilevel modelingExperience managing and analyzing data using R or Python (or similar programming language) Preferred Qualification Knowledge of how to develop and deploy psychometric assessments including test design, construction, and assessment validation (e.g., content validation, construct validation, criterion-related validation)Extracting data from a data warehouse using a programming language (such as SQL)Experience applying NLP or machine learning methods to people data Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
115,"Qualitative UX Researcher, Instagram",Instagram,United States,2 applicants,Full-time,"10,001+ employees · Computer Software",2021-10-13 21:12,45 minutes ago,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started. Our UX Research team is designing for the global diversity of human needs, which requires us to deeply understand the behaviors of the people behind them. Instagram researchers tackle some of the most complex challenges to gain deeper insights into how people interact with each other and the world around them, and work collaboratively to contribute new ideas to products that impact the experiences of billions of people on a global scale. We employ a variety of qualitative and quantitative methods to accomplish our goals, including surveys, focus groups, field studies, usability tests, and 1:1 interviews. We value a diverse range of perspectives and stem from many different backgrounds — geographically, culturally, educationally, philosophically. We come from industry and academia, with roots in anthropology, design research, economics, HCI, human factors, market research, political science, sociology, social computing, and social psychology, among others. The ideal candidate is passionate about increasing access to Instagram for people around the world. We’re looking for excellent communicators who are knowledgeable about product design and/or ranking and personalization, passionate about understanding people, curious about the relationship between technology and society, comfortable in a fast-moving organization, excited to collaborate, open-minded about learning new skills and methods, and focused on influencing the future of Instagram. Responsibilities Work closely with product and business teams to identify research topicsAct as a thought leader in the domain of research, while advocating for the people who do or could use our productsContribute to research team strategy within the organizationWork broadly across team to help identify trade-offs between short and long-term research goals and select right mix of projects to benefit teamDesign studies that address both user behavior and attitudesGenerate insights that both fuel ideation and evaluate designsConduct research using a wide variety of methods, and interpret analysis through the lens of UX, HCI, and social scienceCollaborate closely with other UX researchers to leverage and build upon knowledgeWork cross-functionally with design, product management, content strategy, engineering, data science, and marketingPartner with engineers, analysts, and other technical roles to create and share researchCommunicate results and illustrate suggestions in compelling and creative waysMentor other researchers, and maintain our team's high standard of work Minimum Qualification Bachelor’s degree in a human behavior related field, such as Human-Computer Interaction, Psychology, Sociology, Communication, Information science, Media studies, Computer Science, or Economics7+ years’ relevant experience within user experience, applied research setting and/or product research and developmentExperience planning and executing complex research projects in a product group or business area, working across multiple projects simultaneouslyExperience identifying, initiating, and leading projects of large scope that contribute to the greater research/product team through mentoring, culture, subject matter, or research expertiseExperience building meaningful cross-functional relationshipsExperience translating research findings into strategic narrativesEffective communication skills with experience presenting to diverse audiences Preferred Qualification Master’s degree in related field and 5+ years’ relevant experience, or PhD in related field and 2+ years relevant experience Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
116,Data Scientist II,Memorial Sloan Kettering Cancer Center,"New York, NY","New York, NY",Full-time,"10,001+ employees · Hospital & Health Care",2021-10-13 21:13,3 weeks ago,"At Memorial Sloan Kettering (MSK), we’re not only changing the way we treat cancer, but also the way the world thinks about it. By working together and pushing forward with innovation and discovery, we’re driving excellence and improving outcomes. We’re treating cancer, one patient at a time. Join us and make a difference every day. MSK will require all new hires, volunteers, and vendors who come onsite to provide proof of COVID-19 vaccination. This is based on the COVID-19 vaccines’ high level of protection and our shared responsibility in protecting our patients. Job Description  WHAT WILL YOU WORK ON?  The Tech Incubation team aspires to transform cancer care through technical innovation. We experiment with new technologies in a variety of breakthrough domains to help shape MSK’s digital transformation. The team operates on an agile product model and consists of a multidisciplinary group of designers, engineers , and data scientists. Our activities range from basic tech research to proof of concept and design work, to piloting new technologies in production clinical and business environments. We also reach beyond institutional walls to forge collaborations with academic, startup, and established industry partners to accelerate and augment these activities.  WHAT WILL YOU WORK ON?  As a Data Scientist on the Tech Incubation team, you will employ statistical methodologies on a diverse set of data to solve novel problems, build software, and create actionable insights. As part of the team, you will work at a high level of complexity alongside engineers and designers to build proof of concepts and products that impact a wide range of people. Responsibilities Works on research, analysis, and applies statistical methods building models, when necessary, through training, testing and validating in order to deploy proof of concepts. Meets with team and relevant stakeholders to understand business needs, often conceptual, and translates business needs into analytics tasks and presents results and recommendations aimed at satisfying those business needs Assists the data science team in the development of departmental strategy, particularly analytic strategy, and helps provide insights and direction of the team’s vision. Makes interpretations and connects results with business needs by tackling questions and exploring new innovative approaches. Conducts research into new technologies, frameworks and modeling practices Passionate about ideating and creating new project ideas that explore novel technologies and their application Works closely with designers and product managers to scope and deliver projects in an agile setting Serves as a mentor to junior data scientists, stakeholders, and other team members on best practices and innovative data science solutions  OUR IDEAL CANDIDATE  3-5 years of data science experience, preferably on an Agile team Experience querying with large data and cloud computing (preferred) Solid understanding of data structures, algorithms, software architecture, TDD Skilled at partnering with non-technical stakeholders to turn vague business problems into crisp analytical projects Act as a storyteller, synthesizing knowledge from a variety of sources and able to clearly communicate complex topics to different audiences Curious and self-motivated, thrive when working autonomously. Experience with a variety of machine learning algorithms in building, training, testing, and validating them Able to conduct analyses using R, Python or similar language Able to build dashboards using Tableau or similar BI tool Solid understanding of common statistical methods especially regression models & probability  Closing  MSK is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sexual orientation, national origin, age, religion, creed, disability, veteran status or any other factor which cannot lawfully be used as a basis for an employment decision. Federal law requires employers to provide reasonable accommodation to qualified individuals with disabilities. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment."
